"id","day","duration","order","mean","median","max","sum","min","theorTime","weekend","weekday","currTime","diffTime","perTime","department"
" cmorluniau001",8,0.03,0,0.02,0.015,0.03,0.03,0,33496.5,"workday","Wednesday",34566,1069.5,0.03,"Facilities"
" cmorluniau001",9,0.11,0,0.06,0.055,0.11,0.11,0,33496.5,"workday","Thursday",32313,-1183.5,-0.04,"Facilities"
" cshipp001",1,0.03,0,0.02,0.015,0.03,0.03,0,33496.5,"workday","Wednesday",34679,1182.5,0.04,"Facilities"
" cshipp001",10,0.05,0,0.02,0.025,0.05,0.05,0,33496.5,"workday","Friday",36057,2560.5,0.08,"Facilities"
" cshipp001",13,0.03,0,0.02,0.015,0.03,0.03,0,33496.5,"workday","Monday",33369,-127.5,0,"Facilities"
" cshipp001",2,0.02,0,0.01,0.01,0.02,0.02,0,33496.5,"workday","Thursday",34022,525.5,0.02,"Facilities"
" cshipp001",3,0.07,0,0.04,0.035,0.07,0.07,0,33496.5,"workday","Friday",35341,1844.5,0.06,"Facilities"
" cshipp001",31,0.02,0,0.01,0.01,0.02,0.02,0,33496.5,"workday","Tuesday",33909,412.5,0.01,"Facilities"
" cshipp001",6,0.01,0,0,0.005,0.01,0.01,0,33496.5,"workday","Monday",34567,1070.5,0.03,"Facilities"
" cshipp001",7,0.03,0,0.02,0.015,0.03,0.03,0,33496.5,"workday","Tuesday",34915,1418.5,0.04,"Facilities"
" cshipp001",8,0.1,0,0.05,0.05,0.1,0.1,0,33496.5,"workday","Wednesday",32655,-841.5,-0.03,"Facilities"
" cshipp001",9,0.04,0,0.02,0.02,0.04,0.04,0,33496.5,"workday","Thursday",34685,1188.5,0.04,"Facilities"
" csolos001",1,0.21,0.39,0.3,0.3,0.39,0.6,0.21,33496.5,"workday","Wednesday",34677,1180.5,0.04,"Information Technology"
" csolos001",10,0.18,0.49,0.34,0.335,0.49,0.67,0.18,33496.5,"workday","Friday",35292,1795.5,0.05,"Information Technology"
" csolos001",13,0.09,0.05,0.07,0.07,0.09,0.14,0.05,33496.5,"workday","Monday",35077,1580.5,0.05,"Information Technology"
" csolos001",2,0.15,0.05,0.1,0.1,0.15,0.2,0.05,33496.5,"workday","Thursday",34688,1191.5,0.04,"Information Technology"
" csolos001",3,0.2,0.39,0.3,0.295,0.39,0.59,0.2,33496.5,"workday","Friday",34921,1424.5,0.04,"Information Technology"
" csolos001",31,0.08,0.32,0.2,0.2,0.32,0.4,0.08,33496.5,"workday","Tuesday",35461,1964.5,0.06,"Information Technology"
" csolos001",6,0.17,0.44,0.3,0.305,0.44,0.61,0.17,33496.5,"workday","Monday",34037,540.5,0.02,"Information Technology"
" csolos001",7,0.1,0.05,0.08,0.075,0.1,0.15,0.05,33496.5,"workday","Tuesday",34621,1124.5,0.03,"Information Technology"
" csolos001",8,0.17,0.59,0.38,0.38,0.59,0.76,0.17,33496.5,"workday","Wednesday",35827,2330.5,0.07,"Information Technology"
" csolos001",9,0.14,0.05,0.1,0.095,0.14,0.19,0.05,33496.5,"workday","Thursday",33977,480.5,0.01,"Information Technology"
" cstaley001",1,0.04,0,0.02,0.02,0.04,0.04,0,33496.5,"workday","Wednesday",26461,-7035.5,-0.21,"Facilities"
" cstaley001",10,0.12,0,0.06,0.06,0.12,0.12,0,33496.5,"workday","Friday",28081,-5415.5,-0.16,"Facilities"
" cstaley001",13,0.05,0,0.02,0.025,0.05,0.05,0,33496.5,"workday","Monday",27421,-6075.5,-0.18,"Facilities"
" cstaley001",2,0.05,0,0.02,0.025,0.05,0.05,0,33496.5,"workday","Thursday",25081,-8415.5,-0.25,"Facilities"
" cstaley001",3,0.04,0,0.02,0.02,0.04,0.04,0,33496.5,"workday","Friday",27181,-6315.5,-0.19,"Facilities"
" cstaley001",31,0.02,0,0.01,0.01,0.02,0.02,0,33496.5,"workday","Tuesday",25921,-7575.5,-0.23,"Facilities"
" cstaley001",6,0.11,0,0.06,0.055,0.11,0.11,0,33496.5,"workday","Monday",29341,-4155.5,-0.12,"Facilities"
" cstaley001",7,0.02,0,0.01,0.01,0.02,0.02,0,33496.5,"workday","Tuesday",26641,-6855.5,-0.2,"Facilities"
" cstaley001",8,0.08,0,0.04,0.04,0.08,0.08,0,33496.5,"workday","Wednesday",24301,-9195.5,-0.27,"Facilities"
" cstaley001",9,0.02,0,0.01,0.01,0.02,0.02,0,33496.5,"workday","Thursday",25861,-7635.5,-0.23,"Facilities"
" cwhaley001",1,0.11,0.16,0.14,0.135,0.16,0.27,0.11,33496.5,"workday","Wednesday",23825,-9671.5,-0.29,"Engineering"
" cwhaley001",10,0.19,0,0.1,0.095,0.19,0.19,0,33496.5,"workday","Friday",23298,-10198.5,-0.3,"Engineering"
" cwhaley001",13,0.09,0.6,0.34,0.345,0.6,0.69,0.09,33496.5,"workday","Monday",26886,-6610.5,-0.2,"Engineering"
" cwhaley001",2,0.32,0.12,0.22,0.22,0.32,0.44,0.12,33496.5,"workday","Thursday",26781,-6715.5,-0.2,"Engineering"
" cwhaley001",3,0.1,0.56,0.33,0.33,0.56,0.66,0.1,33496.5,"workday","Friday",26870,-6626.5,-0.2,"Engineering"
" cwhaley001",31,0.09,0,0.04,0.045,0.09,0.09,0,33496.5,"workday","Tuesday",24318,-9178.5,-0.27,"Engineering"
" cwhaley001",6,0.14,0.6,0.37,0.37,0.6,0.74,0.14,33496.5,"workday","Monday",28190,-5306.5,-0.16,"Engineering"
" cwhaley001",7,0.12,0.04,0.08,0.08,0.12,0.16,0.04,33496.5,"workday","Tuesday",28651,-4845.5,-0.14,"Engineering"
" cwhaley001",8,0.19,0,0.1,0.095,0.19,0.19,0,33496.5,"workday","Wednesday",22474,-11022.5,-0.33,"Engineering"
" cwhaley001",9,0.1,0.56,0.33,0.33,0.56,0.66,0.1,33496.5,"workday","Thursday",23105,-10391.5,-0.31,"Engineering"
" cwhelan001",1,0.07,0,0.04,0.035,0.07,0.07,0,33496.5,"workday","Wednesday",33063,-433.5,-0.01,"Information Technology"
" cwhelan001",10,0.04,0,0.02,0.02,0.04,0.04,0,33496.5,"workday","Friday",35117,1620.5,0.05,"Information Technology"
" cwhelan001",13,0.08,0,0.04,0.04,0.08,0.08,0,33496.5,"workday","Monday",32745,-751.5,-0.02,"Information Technology"
" cwhelan001",2,0.07,0,0.04,0.035,0.07,0.07,0,33496.5,"workday","Thursday",33676,179.5,0.01,"Information Technology"
" cwhelan001",3,0.05,0,0.02,0.025,0.05,0.05,0,33496.5,"workday","Friday",33979,482.5,0.01,"Information Technology"
" cwhelan001",31,0.03,0,0.02,0.015,0.03,0.03,0,33496.5,"workday","Tuesday",34743,1246.5,0.04,"Information Technology"
" cwhelan001",6,0.06,0,0.03,0.03,0.06,0.06,0,33496.5,"workday","Monday",35036,1539.5,0.05,"Information Technology"
" cwhelan001",7,0.07,0,0.04,0.035,0.07,0.07,0,33496.5,"workday","Tuesday",33057,-439.5,-0.01,"Information Technology"
" cwhelan001",8,0.03,0,0.02,0.015,0.03,0.03,0,33496.5,"workday","Wednesday",34617,1120.5,0.03,"Information Technology"
" cwhelan001",9,0.04,0,0.02,0.02,0.04,0.04,0,33496.5,"workday","Thursday",34323,826.5,0.02,"Information Technology"
" dcoginian001",1,0.07,0,0.04,0.035,0.07,0.07,0,33496.5,"workday","Wednesday",26996,-6500.5,-0.19,"Facilities"
" dcoginian001",10,0.06,0,0.03,0.03,0.06,0.06,0,33496.5,"workday","Friday",26962,-6534.5,-0.2,"Facilities"
" dcoginian001",13,0.02,0.13,0.08,0.075,0.13,0.15,0.02,33496.5,"workday","Monday",27099,-6397.5,-0.19,"Facilities"
" dcoginian001",2,0.03,0,0.02,0.015,0.03,0.03,0,33496.5,"workday","Thursday",26782,-6714.5,-0.2,"Facilities"
" dcoginian001",3,0.05,0,0.02,0.025,0.05,0.05,0,33496.5,"workday","Friday",28401,-5095.5,-0.15,"Facilities"
" dcoginian001",31,0.02,0.13,0.08,0.075,0.13,0.15,0.02,33496.5,"workday","Tuesday",27339,-6157.5,-0.18,"Facilities"
" dcoginian001",6,0.05,0.83,0.44,0.44,0.83,0.88,0.05,33496.5,"workday","Monday",27982,-5514.5,-0.16,"Facilities"
" dcoginian001",7,0.02,0.78,0.4,0.4,0.78,0.8,0.02,33496.5,"workday","Tuesday",27399,-6097.5,-0.18,"Facilities"
" dcoginian001",8,0.08,0,0.04,0.04,0.08,0.08,0,33496.5,"workday","Wednesday",27142,-6354.5,-0.19,"Facilities"
" dcoginian001",9,0.04,0,0.02,0.02,0.04,0.04,0,33496.5,"workday","Thursday",26782,-6714.5,-0.2,"Facilities"
" dscozzese001",1,0.04,0,0.02,0.02,0.04,0.04,0,33496.5,"workday","Wednesday",26581,-6915.5,-0.21,"Facilities"
" dscozzese001",10,0.12,0,0.06,0.06,0.12,0.12,0,33496.5,"workday","Friday",28381,-5115.5,-0.15,"Facilities"
" dscozzese001",13,0.12,0,0.06,0.06,0.12,0.12,0,33496.5,"workday","Monday",26221,-7275.5,-0.22,"Facilities"
" dscozzese001",2,0.11,0,0.06,0.055,0.11,0.11,0,33496.5,"workday","Thursday",26041,-7455.5,-0.22,"Facilities"
" dscozzese001",3,0.09,0,0.04,0.045,0.09,0.09,0,33496.5,"workday","Friday",24181,-9315.5,-0.28,"Facilities"
" dscozzese001",31,0.09,0,0.04,0.045,0.09,0.09,0,33496.5,"workday","Tuesday",28741,-4755.5,-0.14,"Facilities"
" dscozzese001",6,0.04,0,0.02,0.02,0.04,0.04,0,33496.5,"workday","Monday",25621,-7875.5,-0.24,"Facilities"
" dscozzese001",7,0.02,0,0.01,0.01,0.02,0.02,0,33496.5,"workday","Tuesday",25621,-7875.5,-0.24,"Facilities"
" dscozzese001",8,0.05,0,0.02,0.025,0.05,0.05,0,33496.5,"workday","Wednesday",26641,-6855.5,-0.2,"Facilities"
" dscozzese001",9,0.12,0,0.06,0.06,0.12,0.12,0,33496.5,"workday","Thursday",26701,-6795.5,-0.2,"Facilities"
" earpa001",1,0.02,0,0.01,0.01,0.02,0.02,0,33496.5,"workday","Wednesday",23400,-10096.5,-0.3,"Facilities"
" earpa001",10,0.05,0,0.02,0.025,0.05,0.05,0,33496.5,"workday","Friday",24600,-8896.5,-0.27,"Facilities"
" earpa001",13,0.01,0,0,0.005,0.01,0.01,0,33496.5,"workday","Monday",24300,-9196.5,-0.27,"Facilities"
" earpa001",2,0.03,0,0.02,0.015,0.03,0.03,0,33496.5,"workday","Thursday",24780,-8716.5,-0.26,"Facilities"
" earpa001",3,0.04,0,0.02,0.02,0.04,0.04,0,33496.5,"workday","Friday",24240,-9256.5,-0.28,"Facilities"
" earpa001",31,0,0,0,0,0,0,0,33496.5,"workday","Tuesday",23940,-9556.5,-0.29,"Facilities"
" earpa001",6,0.03,0,0.02,0.015,0.03,0.03,0,33496.5,"workday","Monday",24240,-9256.5,-0.28,"Facilities"
" earpa001",7,0.07,0,0.04,0.035,0.07,0.07,0,33496.5,"workday","Tuesday",24000,-9496.5,-0.28,"Facilities"
" earpa001",8,0.01,0,0,0.005,0.01,0.01,0,33496.5,"workday","Wednesday",24240,-9256.5,-0.28,"Facilities"
" earpa001",9,0.04,0,0.02,0.02,0.04,0.04,0,33496.5,"workday","Thursday",22980,-10516.5,-0.31,"Facilities"
" ebello001",1,0.04,0,0.02,0.02,0.04,0.04,0,33496.5,"workday","Wednesday",26843,-6653.5,-0.2,"Information Technology"
" ebello001",10,0.08,0,0.04,0.04,0.08,0.08,0,33496.5,"workday","Friday",26886,-6610.5,-0.2,"Information Technology"
" ebello001",13,0.09,0,0.04,0.045,0.09,0.09,0,33496.5,"workday","Monday",27846,-5650.5,-0.17,"Information Technology"
" ebello001",2,0.05,0,0.02,0.025,0.05,0.05,0,33496.5,"workday","Thursday",27801,-5695.5,-0.17,"Information Technology"
" ebello001",3,0.06,0,0.03,0.03,0.06,0.06,0,33496.5,"workday","Friday",28041,-5455.5,-0.16,"Information Technology"
" ebello001",31,0.01,0,0,0.005,0.01,0.01,0,33496.5,"workday","Tuesday",27846,-5650.5,-0.17,"Information Technology"
" ebello001",6,0.04,0,0.02,0.02,0.04,0.04,0,33496.5,"workday","Monday",28433,-5063.5,-0.15,"Information Technology"
" ebello001",7,0.04,0,0.02,0.02,0.04,0.04,0,33496.5,"workday","Tuesday",28086,-5410.5,-0.16,"Information Technology"
" ebello001",8,0.04,0,0.02,0.02,0.04,0.04,0,33496.5,"workday","Wednesday",27606,-5890.5,-0.18,"Information Technology"
" ebello001",9,0.03,0.16,0.1,0.095,0.16,0.19,0.03,33496.5,"workday","Thursday",27681,-5815.5,-0.17,"Information Technology"
" edavies001",1,0.04,0,0.02,0.02,0.04,0.04,0,33496.5,"workday","Wednesday",27621,-5875.5,-0.18,"Facilities"
" edavies001",10,0.05,0,0.02,0.025,0.05,0.05,0,33496.5,"workday","Friday",27141,-6355.5,-0.19,"Facilities"
" edavies001",13,0.11,0,0.06,0.055,0.11,0.11,0,33496.5,"workday","Monday",28281,-5215.5,-0.16,"Facilities"
" edavies001",2,0.12,0,0.06,0.06,0.12,0.12,0,33496.5,"workday","Thursday",27141,-6355.5,-0.19,"Facilities"
" edavies001",3,0.03,0.83,0.43,0.43,0.83,0.86,0.03,33496.5,"workday","Friday",27561,-5935.5,-0.18,"Facilities"
" edavies001",31,0.04,0.13,0.08,0.085,0.13,0.17,0.04,33496.5,"workday","Tuesday",27998,-5498.5,-0.16,"Facilities"
" edavies001",6,0.03,0,0.02,0.015,0.03,0.03,0,33496.5,"workday","Monday",27434,-6062.5,-0.18,"Facilities"
" edavies001",7,0.03,0,0.02,0.015,0.03,0.03,0,33496.5,"workday","Tuesday",26721,-6775.5,-0.2,"Facilities"
" edavies001",8,0.06,0.83,0.44,0.445,0.83,0.89,0.06,33496.5,"workday","Wednesday",26241,-7255.5,-0.22,"Facilities"
" edavies001",9,0.05,0,0.02,0.025,0.05,0.05,0,33496.5,"workday","Thursday",28221,-5275.5,-0.16,"Facilities"
" eedward001",1,0.07,0,0.04,0.035,0.07,0.07,0,33496.5,"workday","Wednesday",36827,3330.5,0.1,"Executive"
" eedward001",10,0.07,0,0.04,0.035,0.07,0.07,0,33496.5,"workday","Friday",36839,3342.5,0.1,"Executive"
" eedward001",13,0.68,0.65,0.66,0.665,0.68,1.33,0.65,33496.5,"workday","Monday",35703,2206.5,0.07,"Executive"
" eedward001",2,0.35,0.65,0.5,0.5,0.65,1,0.35,33496.5,"workday","Thursday",26504,-6992.5,-0.21,"Executive"
" eedward001",3,0.15,0,0.08,0.075,0.15,0.15,0,33496.5,"workday","Friday",37979,4482.5,0.13,"Executive"
" eedward001",31,0.16,0.65,0.4,0.405,0.65,0.81,0.16,33496.5,"workday","Tuesday",37679,4182.5,0.12,"Executive"
" eedward001",6,0.38,0.65,0.52,0.515,0.65,1.03,0.38,33496.5,"workday","Monday",25904,-7592.5,-0.23,"Executive"
" eedward001",7,0.07,0,0.04,0.035,0.07,0.07,0,33496.5,"workday","Tuesday",36839,3342.5,0.1,"Executive"
" eedward001",8,0.15,0,0.08,0.075,0.15,0.15,0,33496.5,"workday","Wednesday",37979,4482.5,0.13,"Executive"
" eedward001",9,0.07,0,0.04,0.035,0.07,0.07,0,33496.5,"workday","Thursday",36776,3279.5,0.1,"Executive"
" eklinger001",1,0,0,0,0,0,0,0,33496.5,"workday","Wednesday",32584,-912.5,-0.03,"Administration"
" eklinger001",10,0,0,0,0,0,0,0,33496.5,"workday","Friday",32567,-929.5,-0.03,"Administration"
" eklinger001",13,0,0,0,0,0,0,0,33496.5,"workday","Monday",32567,-929.5,-0.03,"Administration"
" eklinger001",2,0,0,0,0,0,0,0,33496.5,"workday","Thursday",32539,-957.5,-0.03,"Administration"
" eklinger001",3,0,0,0,0,0,0,0,33496.5,"workday","Friday",32536,-960.5,-0.03,"Administration"
" eklinger001",31,0,0,0,0,0,0,0,33496.5,"workday","Tuesday",32536,-960.5,-0.03,"Administration"
" eklinger001",6,0,0,0,0,0,0,0,33496.5,"workday","Monday",32584,-912.5,-0.03,"Administration"
" eklinger001",7,0,0,0,0,0,0,0,33496.5,"workday","Tuesday",32584,-912.5,-0.03,"Administration"
" eklinger001",8,0,0,0,0,0,0,0,33496.5,"workday","Wednesday",32567,-929.5,-0.03,"Administration"
" eklinger001",9,0,0,0,0,0,0,0,33496.5,"workday","Thursday",32536,-960.5,-0.03,"Administration"
" eminto001",1,0.03,0,0.02,0.015,0.03,0.03,0,33496.5,"workday","Wednesday",35092,1595.5,0.05,"Engineering"
" eminto001",10,0.04,0,0.02,0.02,0.04,0.04,0,33496.5,"workday","Friday",34798,1301.5,0.04,"Engineering"
" eminto001",13,0.06,0.63,0.34,0.345,0.63,0.69,0.06,33496.5,"workday","Monday",35227,1730.5,0.05,"Engineering"
" eminto001",2,0.02,0,0.01,0.01,0.02,0.02,0,33496.5,"workday","Thursday",34032,535.5,0.02,"Engineering"
" eminto001",3,0.11,0.33,0.22,0.22,0.33,0.44,0.11,33496.5,"workday","Friday",33418,-78.5,0,"Engineering"
" eminto001",31,0.12,0,0.06,0.06,0.12,0.12,0,33496.5,"workday","Tuesday",32510,-986.5,-0.03,"Engineering"
" eminto001",6,0.04,0,0.02,0.02,0.04,0.04,0,33496.5,"workday","Monday",34023,526.5,0.02,"Engineering"
" eminto001",7,0.08,0.33,0.2,0.205,0.33,0.41,0.08,33496.5,"workday","Tuesday",35458,1961.5,0.06,"Engineering"
" eminto001",8,0.07,0.53,0.3,0.3,0.53,0.6,0.07,33496.5,"workday","Wednesday",32534,-962.5,-0.03,"Engineering"
" eminto001",9,0.05,0,0.02,0.025,0.05,0.05,0,33496.5,"workday","Thursday",34738,1241.5,0.04,"Engineering"
" emintz001",1,0,0,0,0,0,0,0,33496.5,"workday","Wednesday",23502,-9994.5,-0.3,"Executive"
" emintz001",10,0.38,0.68,0.53,0.53,0.68,1.06,0.38,33496.5,"workday","Friday",35255,1758.5,0.05,"Executive"
" emintz001",13,0,0,0,0,0,0,0,33496.5,"workday","Monday",23509,-9987.5,-0.3,"Executive"
" emintz001",2,0,0,0,0,0,0,0,33496.5,"workday","Thursday",23509,-9987.5,-0.3,"Executive"
" emintz001",3,0.38,0.68,0.53,0.53,0.68,1.06,0.38,33496.5,"workday","Friday",35274,1777.5,0.05,"Executive"
" emintz001",31,0,0,0,0,0,0,0,33496.5,"workday","Tuesday",23509,-9987.5,-0.3,"Executive"
" emintz001",6,0.24,0,0.12,0.12,0.24,0.24,0,33496.5,"workday","Monday",30865,-2631.5,-0.08,"Executive"
" emintz001",7,0,0,0,0,0,0,0,33496.5,"workday","Tuesday",23509,-9987.5,-0.3,"Executive"
" emintz001",8,0,0,0,0,0,0,0,33496.5,"workday","Wednesday",23509,-9987.5,-0.3,"Executive"
" emintz001",9,0.24,0,0.12,0.12,0.24,0.24,0,33496.5,"workday","Thursday",30755,-2741.5,-0.08,"Executive"
" eorilla001",1,0.12,0,0.06,0.06,0.12,0.12,0,33496.5,"workday","Wednesday",36237,2740.5,0.08,"Engineering"
" eorilla001",10,0.07,0,0.04,0.035,0.07,0.07,0,33496.5,"workday","Friday",32763,-733.5,-0.02,"Engineering"
" eorilla001",13,0.08,0,0.04,0.04,0.08,0.08,0,33496.5,"workday","Monday",33499,2.5,0,"Engineering"
" eorilla001",2,0.03,0,0.02,0.015,0.03,0.03,0,33496.5,"workday","Thursday",33835,338.5,0.01,"Engineering"
" eorilla001",3,0.06,0,0.03,0.03,0.06,0.06,0,33496.5,"workday","Friday",34999,1502.5,0.04,"Engineering"
" eorilla001",31,0.04,0,0.02,0.02,0.04,0.04,0,33496.5,"workday","Tuesday",32539,-957.5,-0.03,"Engineering"
" eorilla001",6,0.06,0,0.03,0.03,0.06,0.06,0,33496.5,"workday","Monday",33543,46.5,0,"Engineering"
" eorilla001",7,0.06,0,0.03,0.03,0.06,0.06,0,33496.5,"workday","Tuesday",35343,1846.5,0.06,"Engineering"
" eorilla001",8,0.07,0,0.04,0.035,0.07,0.07,0,33496.5,"workday","Wednesday",32460,-1036.5,-0.03,"Engineering"
" eorilla001",9,0.05,0,0.02,0.025,0.05,0.05,0,33496.5,"workday","Thursday",33723,226.5,0.01,"Engineering"
" epavone001",1,0.02,0,0.01,0.01,0.02,0.02,0,33496.5,"workday","Wednesday",33361,-135.5,0,"Administration"
" epavone001",10,0,0,0,0,0,0,0,33496.5,"workday","Friday",32555,-941.5,-0.03,"Administration"
" epavone001",13,0.05,0,0.02,0.025,0.05,0.05,0,33496.5,"workday","Monday",34355,858.5,0.03,"Administration"
" epavone001",2,0.1,0.52,0.31,0.31,0.52,0.62,0.1,33496.5,"workday","Thursday",32857,-639.5,-0.02,"Administration"
" epavone001",3,0,0,0,0,0,0,0,33496.5,"workday","Friday",32574,-922.5,-0.03,"Administration"
" epavone001",31,0.05,0,0.02,0.025,0.05,0.05,0,33496.5,"workday","Tuesday",34310,813.5,0.02,"Administration"
" epavone001",6,0.29,0.52,0.4,0.405,0.52,0.81,0.29,33496.5,"workday","Monday",30990,-2506.5,-0.07,"Administration"
" epavone001",7,0,0,0,0,0,0,0,33496.5,"workday","Tuesday",32645,-851.5,-0.03,"Administration"
" epavone001",8,0.1,0.52,0.31,0.31,0.52,0.62,0.1,33496.5,"workday","Wednesday",32857,-639.5,-0.02,"Administration"
" epavone001",9,0.29,0.52,0.4,0.405,0.52,0.81,0.29,33496.5,"workday","Thursday",30990,-2506.5,-0.07,"Administration"
" fadair001",1,0.4,0.43,0.42,0.415,0.43,0.83,0.4,33496.5,"workday","Wednesday",29790,-3706.5,-0.11,"HR"
" fadair001",10,0.09,0.43,0.26,0.26,0.43,0.52,0.09,33496.5,"workday","Friday",32555,-941.5,-0.03,"HR"
" fadair001",13,0.11,0.43,0.27,0.27,0.43,0.54,0.11,33496.5,"workday","Monday",33455,-41.5,0,"HR"
" fadair001",2,0.09,0.29,0.19,0.19,0.29,0.38,0.09,33496.5,"workday","Thursday",32826,-670.5,-0.02,"HR"
" fadair001",3,0.11,0.43,0.27,0.27,0.43,0.54,0.11,33496.5,"workday","Friday",33345,-151.5,0,"HR"
" fadair001",31,0.09,0.43,0.26,0.26,0.43,0.52,0.09,33496.5,"workday","Tuesday",32510,-986.5,-0.03,"HR"
" fadair001",6,0.18,0.19,0.18,0.185,0.19,0.37,0.18,33496.5,"workday","Monday",32854,-642.5,-0.02,"HR"
" fadair001",7,0.29,0.43,0.36,0.36,0.43,0.72,0.29,33496.5,"workday","Tuesday",32385,-1111.5,-0.03,"HR"
" fadair001",8,0.46,0.33,0.4,0.395,0.46,0.79,0.33,33496.5,"workday","Wednesday",29170,-4326.5,-0.13,"HR"
" fadair001",9,0.18,0.19,0.18,0.185,0.19,0.37,0.18,33496.5,"workday","Thursday",32941,-555.5,-0.02,"HR"
" fbalas001",1,0.06,0.23,0.14,0.145,0.23,0.29,0.06,33496.5,"workday","Wednesday",35742,2245.5,0.07,"Engineering"
" fbalas001",10,0.05,0.46,0.26,0.255,0.46,0.51,0.05,33496.5,"workday","Friday",33642,145.5,0,"Engineering"
" fbalas001",13,0.06,0.23,0.14,0.145,0.23,0.29,0.06,33496.5,"workday","Monday",35562,2065.5,0.06,"Engineering"
" fbalas001",2,0.03,0.23,0.13,0.13,0.23,0.26,0.03,33496.5,"workday","Thursday",32880,-616.5,-0.02,"Engineering"
" fbalas001",3,0.02,0.46,0.24,0.24,0.46,0.48,0.02,33496.5,"workday","Friday",34024,527.5,0.02,"Engineering"
" fbalas001",31,0.03,0.23,0.13,0.13,0.23,0.26,0.03,33496.5,"workday","Tuesday",34602,1105.5,0.03,"Engineering"
" fbalas001",6,0.06,0.23,0.14,0.145,0.23,0.29,0.06,33496.5,"workday","Monday",33238,-258.5,-0.01,"Engineering"
" fbalas001",7,0.01,0.23,0.12,0.12,0.23,0.24,0.01,33496.5,"workday","Tuesday",33475,-21.5,0,"Engineering"
" fbalas001",8,0.04,0.46,0.25,0.25,0.46,0.5,0.04,33496.5,"workday","Wednesday",34746,1249.5,0.04,"Engineering"
" fbalas001",9,0.01,0.23,0.12,0.12,0.23,0.24,0.01,33496.5,"workday","Thursday",33282,-214.5,-0.01,"Engineering"
" fkirchner001",1,0.02,0,0.01,0.01,0.02,0.02,0,33496.5,"workday","Wednesday",27863,-5633.5,-0.17,"Facilities"
" fkirchner001",10,0.13,0,0.06,0.065,0.13,0.13,0,33496.5,"workday","Friday",27233,-6263.5,-0.19,"Facilities"
" fkirchner001",13,0.02,0,0.01,0.01,0.02,0.02,0,33496.5,"workday","Monday",26783,-6713.5,-0.2,"Facilities"
" fkirchner001",2,0.06,0,0.03,0.03,0.06,0.06,0,33496.5,"workday","Thursday",27863,-5633.5,-0.17,"Facilities"
" fkirchner001",3,0.08,0.82,0.45,0.45,0.82,0.9,0.08,33496.5,"workday","Friday",26781,-6715.5,-0.2,"Facilities"
" fkirchner001",31,0.53,0.41,0.47,0.47,0.53,0.94,0.41,33496.5,"workday","Tuesday",27383,-6113.5,-0.18,"Facilities"
" fkirchner001",6,0.01,0,0,0.005,0.01,0.01,0,33496.5,"workday","Monday",26903,-6593.5,-0.2,"Facilities"
" fkirchner001",7,0.03,0,0.02,0.015,0.03,0.03,0,33496.5,"workday","Tuesday",27023,-6473.5,-0.19,"Facilities"
" fkirchner001",8,0.49,0.77,0.63,0.63,0.77,1.26,0.49,33496.5,"workday","Wednesday",26559,-6937.5,-0.21,"Facilities"
" fkirchner001",9,0.06,0,0.03,0.03,0.06,0.06,0,33496.5,"workday","Thursday",27803,-5693.5,-0.17,"Facilities"
" fmata001",1,0.05,0,0.02,0.025,0.05,0.05,0,33496.5,"workday","Wednesday",33911,414.5,0.01,"Engineering"
" fmata001",10,0.03,0.3,0.17,0.165,0.3,0.33,0.03,33496.5,"workday","Friday",34195,698.5,0.02,"Engineering"
" fmata001",13,0.06,0.3,0.18,0.18,0.3,0.36,0.06,33496.5,"workday","Monday",34630,1133.5,0.03,"Engineering"
" fmata001",2,0.03,0,0.02,0.015,0.03,0.03,0,33496.5,"workday","Thursday",33649,152.5,0,"Engineering"
" fmata001",3,0.02,0,0.01,0.01,0.02,0.02,0,33496.5,"workday","Friday",34445,948.5,0.03,"Engineering"
" fmata001",31,0.03,0.3,0.17,0.165,0.3,0.33,0.03,33496.5,"workday","Tuesday",34129,632.5,0.02,"Engineering"
" fmata001",6,0.03,0,0.02,0.015,0.03,0.03,0,33496.5,"workday","Monday",35477,1980.5,0.06,"Engineering"
" fmata001",7,0.06,0,0.03,0.03,0.06,0.06,0,33496.5,"workday","Tuesday",34549,1052.5,0.03,"Engineering"
" fmata001",8,0.05,0.3,0.18,0.175,0.3,0.35,0.05,33496.5,"workday","Wednesday",33198,-298.5,-0.01,"Engineering"
" fmata001",9,0.04,0,0.02,0.02,0.04,0.04,0,33496.5,"workday","Thursday",34278,781.5,0.02,"Engineering"
" fresumir001",1,0.02,0,0.01,0.01,0.02,0.02,0,33496.5,"workday","Wednesday",35465,1968.5,0.06,"Security"
" fresumir001",10,0.02,0,0.01,0.01,0.02,0.02,0,33496.5,"workday","Friday",35045,1548.5,0.05,"Security"
" fresumir001",13,0.02,0,0.01,0.01,0.02,0.02,0,33496.5,"workday","Monday",35465,1968.5,0.06,"Security"
" fresumir001",2,0.13,0.68,0.4,0.405,0.68,0.81,0.13,33496.5,"workday","Thursday",35345,1848.5,0.06,"Security"
" fresumir001",3,0.02,0,0.01,0.01,0.02,0.02,0,33496.5,"workday","Friday",35225,1728.5,0.05,"Security"
" fresumir001",31,0.15,0.68,0.42,0.415,0.68,0.83,0.15,33496.5,"workday","Tuesday",35165,1668.5,0.05,"Security"
" fresumir001",6,0.02,0,0.01,0.01,0.02,0.02,0,33496.5,"workday","Monday",35405,1908.5,0.06,"Security"
